"UPLOAD_H_SEQ","UPLOAD_SEQ","FILE_NM","FILE_TYPE","UPLOAD_DT","ROW_COUNT","COL_COUNT"
1,1,Server.xlsx,SERVER,2026-04-23 00:10:37.395,15,16
